TrialRep,Model,AC,TransGen,Extinctions
41,ModelB,NoAuto,NoTrans,2254
41,ModelB,Auto,BothTrans,1376
41,ModelB,Auto,NoTrans,1978
41,ModelA,NoAuto,WaspTrans,2258
41,ModelA,NoAuto,FlyTrans,1382
41,ModelA,Auto,WaspTrans,1979
41,ModelA,Auto,FlyTrans,1381
41,ModelB,NoAuto,WaspTrans,2254
41,ModelB,NoAuto,FlyTrans,1380
41,ModelB,Auto,WaspTrans,1978
41,ModelB,Auto,FlyTrans,1376
42,ModelA,NoAuto,BothTrans,1575
42,ModelA,NoAuto,NoTrans,2292
42,ModelA,Auto,BothTrans,1575
42,ModelA,Auto,NoTrans,2031
42,ModelB,NoAuto,BothTrans,1575
42,ModelB,NoAuto,NoTrans,2160
42,ModelB,Auto,BothTrans,1541
42,ModelB,Auto,NoTrans,1975
42,ModelA,NoAuto,WaspTrans,2292
42,ModelA,NoAuto,FlyTrans,1575
42,ModelA,Auto,WaspTrans,2031
42,ModelA,Auto,FlyTrans,1575
42,ModelB,NoAuto,WaspTrans,2160
42,ModelB,NoAuto,FlyTrans,1575
42,ModelB,Auto,WaspTrans,1975
42,ModelB,Auto,FlyTrans,1575
43,ModelA,NoAuto,BothTrans,1474
43,ModelA,NoAuto,NoTrans,2364
43,ModelA,Auto,BothTrans,1443
43,ModelA,Auto,NoTrans,2121
43,ModelB,NoAuto,BothTrans,1459
43,ModelB,NoAuto,NoTrans,2255
43,ModelB,Auto,BothTrans,1442
43,ModelB,Auto,NoTrans,2120
43,ModelA,NoAuto,WaspTrans,2364
43,ModelA,NoAuto,FlyTrans,1474
43,ModelA,Auto,WaspTrans,2121
43,ModelA,Auto,FlyTrans,1443
43,ModelB,NoAuto,WaspTrans,2255
43,ModelB,NoAuto,FlyTrans,1459
43,ModelB,Auto,WaspTrans,2120
43,ModelB,Auto,FlyTrans,1442
44,ModelA,NoAuto,BothTrans,1550
44,ModelA,NoAuto,NoTrans,2227
44,ModelA,Auto,BothTrans,1412
44,ModelA,Auto,NoTrans,1942
44,ModelB,NoAuto,BothTrans,1549
44,ModelB,NoAuto,NoTrans,2216
44,ModelB,Auto,BothTrans,1410
44,ModelB,Auto,NoTrans,1941
44,ModelA,NoAuto,WaspTrans,2227
44,ModelA,NoAuto,FlyTrans,1551
44,ModelA,Auto,WaspTrans,1942
44,ModelA,Auto,FlyTrans,1412
44,ModelB,NoAuto,WaspTrans,2216
44,ModelB,NoAuto,FlyTrans,1549
44,ModelB,Auto,WaspTrans,1941
44,ModelB,Auto,FlyTrans,1411
45,ModelA,NoAuto,BothTrans,1555
45,ModelA,NoAuto,NoTrans,2344
45,ModelA,Auto,BothTrans,1316
45,ModelA,Auto,NoTrans,2333
45,ModelB,NoAuto,BothTrans,1555
45,ModelB,NoAuto,NoTrans,2331
45,ModelB,Auto,BothTrans,1315
45,ModelB,Auto,NoTrans,2332
45,ModelA,NoAuto,WaspTrans,2344
45,ModelA,NoAuto,FlyTrans,1555
45,ModelA,Auto,WaspTrans,2333
45,ModelA,Auto,FlyTrans,1316
45,ModelB,NoAuto,WaspTrans,2331
45,ModelB,NoAuto,FlyTrans,1555
45,ModelB,Auto,WaspTrans,2332
45,ModelB,Auto,FlyTrans,1315
46,ModelA,NoAuto,BothTrans,1392
46,ModelA,NoAuto,NoTrans,2347
46,ModelA,Auto,BothTrans,1115
46,ModelA,Auto,NoTrans,1828
46,ModelB,NoAuto,BothTrans,1345
46,ModelB,NoAuto,NoTrans,2343
46,ModelB,Auto,BothTrans,1115
46,ModelB,Auto,NoTrans,1827
46,ModelA,NoAuto,WaspTrans,2347
46,ModelA,NoAuto,FlyTrans,1392
46,ModelA,Auto,WaspTrans,1828
46,ModelA,Auto,FlyTrans,1115
46,ModelB,NoAuto,WaspTrans,2343
46,ModelB,NoAuto,FlyTrans,1345
46,ModelB,Auto,WaspTrans,1827
46,ModelB,Auto,FlyTrans,1115
47,ModelA,NoAuto,BothTrans,1548
47,ModelA,NoAuto,NoTrans,2333
47,ModelA,Auto,BothTrans,1531
47,ModelA,Auto,NoTrans,2297
47,ModelB,NoAuto,BothTrans,1548
47,ModelB,NoAuto,NoTrans,2333
47,ModelB,Auto,BothTrans,1268
47,ModelB,Auto,NoTrans,2261
47,ModelA,NoAuto,WaspTrans,2333
47,ModelA,NoAuto,FlyTrans,1548
47,ModelA,Auto,WaspTrans,2297
47,ModelA,Auto,FlyTrans,1531
47,ModelB,NoAuto,WaspTrans,2333
47,ModelB,NoAuto,FlyTrans,1548
47,ModelB,Auto,WaspTrans,2261
47,ModelB,Auto,FlyTrans,1268
48,ModelA,NoAuto,BothTrans,1553
48,ModelA,NoAuto,NoTrans,2302
48,ModelA,Auto,BothTrans,1297
48,ModelA,Auto,NoTrans,2113
48,ModelB,NoAuto,BothTrans,1510
48,ModelB,NoAuto,NoTrans,2281
48,ModelB,Auto,BothTrans,1297
48,ModelB,Auto,NoTrans,2111
48,ModelA,NoAuto,WaspTrans,2302
48,ModelA,NoAuto,FlyTrans,1553
48,ModelA,Auto,WaspTrans,2113
48,ModelA,Auto,FlyTrans,1297
48,ModelB,NoAuto,WaspTrans,2281
48,ModelB,NoAuto,FlyTrans,1510
48,ModelB,Auto,WaspTrans,2111
48,ModelB,Auto,FlyTrans,1297
49,ModelA,NoAuto,BothTrans,1407
49,ModelA,NoAuto,NoTrans,2204
49,ModelA,Auto,BothTrans,1406
49,ModelA,Auto,NoTrans,1989
49,ModelB,NoAuto,BothTrans,1407
49,ModelB,NoAuto,NoTrans,2173
49,ModelB,Auto,BothTrans,1406
49,ModelB,Auto,NoTrans,1984
49,ModelA,NoAuto,WaspTrans,2204
49,ModelA,NoAuto,FlyTrans,1407
49,ModelA,Auto,WaspTrans,1989
49,ModelA,Auto,FlyTrans,1406
49,ModelB,NoAuto,WaspTrans,2173
49,ModelB,NoAuto,FlyTrans,1407
49,ModelB,Auto,WaspTrans,1984
49,ModelB,Auto,FlyTrans,1406
50,ModelA,NoAuto,BothTrans,1435
50,ModelA,NoAuto,NoTrans,2324
50,ModelA,Auto,BothTrans,1463
50,ModelA,Auto,NoTrans,2231
50,ModelB,NoAuto,BothTrans,1435
50,ModelB,NoAuto,NoTrans,2319
50,ModelB,Auto,BothTrans,1436
50,ModelB,Auto,NoTrans,2231
50,ModelA,NoAuto,WaspTrans,2324
50,ModelA,NoAuto,FlyTrans,1435
50,ModelA,Auto,WaspTrans,2231
50,ModelA,Auto,FlyTrans,1463
50,ModelB,NoAuto,WaspTrans,2319
50,ModelB,NoAuto,FlyTrans,1435
50,ModelB,Auto,WaspTrans,2231
50,ModelB,Auto,FlyTrans,1436
51,ModelA,NoAuto,BothTrans,1485
51,ModelA,NoAuto,NoTrans,2155
51,ModelA,Auto,BothTrans,1467
51,ModelA,Auto,NoTrans,2093
51,ModelB,NoAuto,BothTrans,1485
51,ModelB,NoAuto,NoTrans,2148
51,ModelB,Auto,BothTrans,1362
51,ModelB,Auto,NoTrans,2092
51,ModelA,NoAuto,WaspTrans,2155
51,ModelA,NoAuto,FlyTrans,1485
51,ModelA,Auto,WaspTrans,2093
51,ModelA,Auto,FlyTrans,1467
51,ModelB,NoAuto,WaspTrans,2148
51,ModelB,NoAuto,FlyTrans,1485
51,ModelB,Auto,WaspTrans,2092
51,ModelB,Auto,FlyTrans,1362
52,ModelA,NoAuto,BothTrans,1517
52,ModelA,NoAuto,NoTrans,2367
52,ModelA,Auto,BothTrans,631
52,ModelA,Auto,NoTrans,2094
52,ModelB,NoAuto,BothTrans,1517
52,ModelB,NoAuto,NoTrans,2358
52,ModelB,Auto,BothTrans,1344
52,ModelB,Auto,NoTrans,1964
52,ModelA,NoAuto,WaspTrans,2367
52,ModelA,NoAuto,FlyTrans,1517
52,ModelA,Auto,WaspTrans,2093
52,ModelA,Auto,FlyTrans,1360
52,ModelB,NoAuto,WaspTrans,2358
52,ModelB,NoAuto,FlyTrans,1517
52,ModelB,Auto,WaspTrans,1964
52,ModelB,Auto,FlyTrans,1344
53,ModelA,NoAuto,BothTrans,1399
53,ModelA,NoAuto,NoTrans,2333
53,ModelA,Auto,BothTrans,1363
53,ModelA,Auto,NoTrans,2116
53,ModelB,NoAuto,BothTrans,1399
53,ModelB,NoAuto,NoTrans,2333
53,ModelB,Auto,BothTrans,1363
53,ModelB,Auto,NoTrans,2115
53,ModelA,NoAuto,WaspTrans,2333
53,ModelA,NoAuto,FlyTrans,1399
53,ModelA,Auto,WaspTrans,2116
53,ModelA,Auto,FlyTrans,1363
53,ModelB,NoAuto,WaspTrans,2333
53,ModelB,NoAuto,FlyTrans,1399
53,ModelB,Auto,WaspTrans,2115
53,ModelB,Auto,FlyTrans,1363
54,ModelA,NoAuto,BothTrans,1502
54,ModelA,NoAuto,NoTrans,2210
54,ModelA,Auto,BothTrans,1618
54,ModelA,Auto,NoTrans,2209
54,ModelB,NoAuto,BothTrans,1502
54,ModelB,NoAuto,NoTrans,2209
54,ModelB,Auto,BothTrans,1559
54,ModelB,Auto,NoTrans,2208
54,ModelA,NoAuto,WaspTrans,2210
54,ModelA,NoAuto,FlyTrans,1502
54,ModelA,Auto,WaspTrans,2209
54,ModelA,Auto,FlyTrans,1618
54,ModelB,NoAuto,WaspTrans,2209
54,ModelB,NoAuto,FlyTrans,1502
54,ModelB,Auto,WaspTrans,2208
54,ModelB,Auto,FlyTrans,1618
55,ModelA,NoAuto,BothTrans,1548
55,ModelA,NoAuto,NoTrans,2284
55,ModelA,Auto,BothTrans,1514
55,ModelA,Auto,NoTrans,2225
55,ModelB,NoAuto,BothTrans,1548
55,ModelB,NoAuto,NoTrans,2284
55,ModelB,Auto,BothTrans,1514
55,ModelB,Auto,NoTrans,2224
55,ModelA,NoAuto,WaspTrans,2284
55,ModelA,NoAuto,FlyTrans,1548
55,ModelA,Auto,WaspTrans,2225
55,ModelA,Auto,FlyTrans,1514
55,ModelB,NoAuto,WaspTrans,2284
55,ModelB,NoAuto,FlyTrans,1548
55,ModelB,Auto,WaspTrans,2224
55,ModelB,Auto,FlyTrans,1514
56,ModelA,NoAuto,BothTrans,1632
56,ModelA,NoAuto,NoTrans,2279
56,ModelA,Auto,BothTrans,1039
56,ModelA,Auto,NoTrans,1806
56,ModelB,NoAuto,BothTrans,1622
56,ModelB,NoAuto,NoTrans,2270
56,ModelB,Auto,BothTrans,1038
56,ModelB,Auto,NoTrans,1805
56,ModelA,NoAuto,WaspTrans,2279
56,ModelA,NoAuto,FlyTrans,1632
56,ModelA,Auto,WaspTrans,1806
56,ModelA,Auto,FlyTrans,1039
56,ModelB,NoAuto,WaspTrans,2270
56,ModelB,NoAuto,FlyTrans,1622
56,ModelB,Auto,WaspTrans,1805
56,ModelB,Auto,FlyTrans,1038
57,ModelA,NoAuto,BothTrans,1569
57,ModelA,NoAuto,NoTrans,2264
57,ModelA,Auto,BothTrans,201
57,ModelA,Auto,NoTrans,2107
57,ModelB,NoAuto,BothTrans,1472
57,ModelB,NoAuto,NoTrans,2248
57,ModelB,Auto,BothTrans,1456
57,ModelB,Auto,NoTrans,2106
57,ModelA,NoAuto,WaspTrans,2264
57,ModelA,NoAuto,FlyTrans,1569
57,ModelA,Auto,WaspTrans,2107
57,ModelA,Auto,FlyTrans,1464
57,ModelB,NoAuto,WaspTrans,2248
57,ModelB,NoAuto,FlyTrans,1472
57,ModelB,Auto,WaspTrans,2106
57,ModelB,Auto,FlyTrans,1456
58,ModelA,NoAuto,BothTrans,1523
58,ModelA,NoAuto,NoTrans,2282
58,ModelA,Auto,BothTrans,1423
58,ModelA,Auto,NoTrans,2040
58,ModelB,NoAuto,BothTrans,1523
58,ModelB,NoAuto,NoTrans,2276
58,ModelB,Auto,BothTrans,1347
58,ModelB,Auto,NoTrans,2039
58,ModelA,NoAuto,WaspTrans,2282
58,ModelA,NoAuto,FlyTrans,1523
58,ModelA,Auto,WaspTrans,2040
58,ModelA,Auto,FlyTrans,1423
58,ModelB,NoAuto,WaspTrans,2276
58,ModelB,NoAuto,FlyTrans,1523
58,ModelB,Auto,WaspTrans,2039
58,ModelB,Auto,FlyTrans,1347
59,ModelA,NoAuto,BothTrans,1503
59,ModelA,NoAuto,NoTrans,2314
59,ModelA,Auto,BothTrans,725
59,ModelA,Auto,NoTrans,2225
59,ModelB,NoAuto,BothTrans,1487
59,ModelB,NoAuto,NoTrans,2223
59,ModelB,Auto,BothTrans,1037
59,ModelB,Auto,NoTrans,2225
59,ModelA,NoAuto,WaspTrans,2314
59,ModelA,NoAuto,FlyTrans,1503
59,ModelA,Auto,WaspTrans,2225
59,ModelA,Auto,FlyTrans,1037
59,ModelB,NoAuto,WaspTrans,2223
59,ModelB,NoAuto,FlyTrans,1489
59,ModelB,Auto,WaspTrans,2225
59,ModelB,Auto,FlyTrans,1037
60,ModelA,NoAuto,BothTrans,1553
60,ModelA,NoAuto,NoTrans,2345
60,ModelA,Auto,BothTrans,480
60,ModelA,Auto,NoTrans,2346
60,ModelB,NoAuto,BothTrans,1553
60,ModelB,NoAuto,NoTrans,2331
60,ModelB,Auto,BothTrans,1386
60,ModelB,Auto,NoTrans,1903
60,ModelA,NoAuto,WaspTrans,2345
60,ModelA,NoAuto,FlyTrans,1553
60,ModelA,Auto,WaspTrans,2346
60,ModelA,Auto,FlyTrans,1387
60,ModelB,NoAuto,WaspTrans,2331
60,ModelB,NoAuto,FlyTrans,1553
60,ModelB,Auto,WaspTrans,1903
60,ModelB,Auto,FlyTrans,1386
61,ModelA,NoAuto,BothTrans,1547
61,ModelA,NoAuto,NoTrans,2256
61,ModelA,Auto,BothTrans,682
61,ModelA,Auto,NoTrans,2167
61,ModelB,NoAuto,BothTrans,1547
61,ModelB,NoAuto,NoTrans,2256
61,ModelB,Auto,BothTrans,1186
61,ModelB,Auto,NoTrans,1898
61,ModelA,NoAuto,WaspTrans,2256
61,ModelA,NoAuto,FlyTrans,1547
61,ModelA,Auto,WaspTrans,2148
61,ModelA,Auto,FlyTrans,1341
61,ModelB,NoAuto,WaspTrans,2254
61,ModelB,NoAuto,FlyTrans,1547
61,ModelB,Auto,WaspTrans,1898
61,ModelB,Auto,FlyTrans,1187
62,ModelA,NoAuto,BothTrans,1520
62,ModelA,NoAuto,NoTrans,2210
62,ModelA,Auto,BothTrans,612
62,ModelA,Auto,NoTrans,2237
62,ModelB,NoAuto,BothTrans,1517
62,ModelB,NoAuto,NoTrans,2210
62,ModelB,Auto,BothTrans,1283
62,ModelB,Auto,NoTrans,1881
62,ModelA,NoAuto,WaspTrans,2210
62,ModelA,NoAuto,FlyTrans,1520
62,ModelA,Auto,WaspTrans,2237
62,ModelA,Auto,FlyTrans,1315
62,ModelB,NoAuto,WaspTrans,2210
62,ModelB,NoAuto,FlyTrans,1517
62,ModelB,Auto,WaspTrans,1880
62,ModelB,Auto,FlyTrans,1284
63,ModelA,NoAuto,BothTrans,1501
63,ModelA,NoAuto,NoTrans,2282
63,ModelA,Auto,BothTrans,1493
63,ModelA,Auto,NoTrans,2014
63,ModelB,NoAuto,BothTrans,1501
63,ModelB,NoAuto,NoTrans,2282
63,ModelB,Auto,BothTrans,1493
63,ModelB,Auto,NoTrans,2012
63,ModelA,NoAuto,WaspTrans,2282
63,ModelA,NoAuto,FlyTrans,1501
63,ModelA,Auto,WaspTrans,2013
63,ModelA,Auto,FlyTrans,1493
63,ModelB,NoAuto,WaspTrans,2282
63,ModelB,NoAuto,FlyTrans,1501
63,ModelB,Auto,WaspTrans,2012
63,ModelB,Auto,FlyTrans,1493
64,ModelA,NoAuto,BothTrans,1420
64,ModelA,NoAuto,NoTrans,2341
64,ModelA,Auto,BothTrans,307
64,ModelA,Auto,NoTrans,1989
64,ModelB,NoAuto,BothTrans,1415
64,ModelB,NoAuto,NoTrans,2341
64,ModelB,Auto,BothTrans,1584
64,ModelB,Auto,NoTrans,1987
64,ModelA,NoAuto,WaspTrans,2341
64,ModelA,NoAuto,FlyTrans,1420
64,ModelA,Auto,WaspTrans,1989
64,ModelA,Auto,FlyTrans,1584
64,ModelB,NoAuto,WaspTrans,2341
64,ModelB,NoAuto,FlyTrans,1415
64,ModelB,Auto,WaspTrans,1987
64,ModelB,Auto,FlyTrans,1584
65,ModelA,NoAuto,BothTrans,1504
65,ModelA,NoAuto,NoTrans,2294
65,ModelA,Auto,BothTrans,1553
65,ModelA,Auto,NoTrans,2048
65,ModelB,NoAuto,BothTrans,1504
65,ModelB,NoAuto,NoTrans,2286
65,ModelB,Auto,BothTrans,1553
65,ModelB,Auto,NoTrans,2048
65,ModelA,NoAuto,WaspTrans,2294
65,ModelA,NoAuto,FlyTrans,1504
65,ModelA,Auto,WaspTrans,2048
65,ModelA,Auto,FlyTrans,1553
65,ModelB,NoAuto,WaspTrans,2286
65,ModelB,NoAuto,FlyTrans,1504
65,ModelB,Auto,WaspTrans,2048
65,ModelB,Auto,FlyTrans,1553
66,ModelA,NoAuto,BothTrans,1605
66,ModelA,NoAuto,NoTrans,2292
66,ModelA,Auto,BothTrans,1599
66,ModelA,Auto,NoTrans,2247
66,ModelB,NoAuto,BothTrans,1492
66,ModelB,NoAuto,NoTrans,2288
66,ModelB,Auto,BothTrans,1585
66,ModelB,Auto,NoTrans,2247
66,ModelA,NoAuto,WaspTrans,2292
66,ModelA,NoAuto,FlyTrans,1605
66,ModelA,Auto,WaspTrans,2247
66,ModelA,Auto,FlyTrans,1599
66,ModelB,NoAuto,WaspTrans,2249
66,ModelB,NoAuto,FlyTrans,1605
66,ModelB,Auto,WaspTrans,2247
66,ModelB,Auto,FlyTrans,1585
67,ModelA,NoAuto,BothTrans,201
67,ModelA,NoAuto,NoTrans,2275
67,ModelA,Auto,BothTrans,1498
67,ModelA,Auto,NoTrans,2112
67,ModelB,NoAuto,BothTrans,1504
67,ModelB,NoAuto,NoTrans,2196
67,ModelB,Auto,BothTrans,1497
67,ModelB,Auto,NoTrans,2112
67,ModelA,NoAuto,WaspTrans,2275
67,ModelA,NoAuto,FlyTrans,1556
67,ModelA,Auto,WaspTrans,2112
67,ModelA,Auto,FlyTrans,1498
67,ModelB,NoAuto,WaspTrans,2196
67,ModelB,NoAuto,FlyTrans,1504
67,ModelB,Auto,WaspTrans,2112
67,ModelB,Auto,FlyTrans,1497
68,ModelA,NoAuto,BothTrans,1527
68,ModelA,NoAuto,NoTrans,2378
68,ModelA,Auto,BothTrans,1315
68,ModelA,Auto,NoTrans,2181
68,ModelB,NoAuto,BothTrans,1520
68,ModelB,NoAuto,NoTrans,2368
68,ModelB,Auto,BothTrans,1315
68,ModelB,Auto,NoTrans,2179
68,ModelA,NoAuto,WaspTrans,2378
68,ModelA,NoAuto,FlyTrans,1527
68,ModelA,Auto,WaspTrans,2181
68,ModelA,Auto,FlyTrans,1315
68,ModelB,NoAuto,WaspTrans,2368
68,ModelB,NoAuto,FlyTrans,1520
68,ModelB,Auto,WaspTrans,2179
68,ModelB,Auto,FlyTrans,1315
69,ModelA,NoAuto,BothTrans,1520
69,ModelA,NoAuto,NoTrans,2323
69,ModelA,Auto,BothTrans,201
69,ModelA,Auto,NoTrans,2077
69,ModelB,NoAuto,BothTrans,1520
69,ModelB,NoAuto,NoTrans,2297
69,ModelB,Auto,BothTrans,1454
69,ModelB,Auto,NoTrans,2043
69,ModelA,NoAuto,WaspTrans,2323
69,ModelA,NoAuto,FlyTrans,1520
69,ModelA,Auto,WaspTrans,2077
69,ModelA,Auto,FlyTrans,1454
69,ModelB,NoAuto,WaspTrans,2293
69,ModelB,NoAuto,FlyTrans,1520
69,ModelB,Auto,WaspTrans,2043
69,ModelB,Auto,FlyTrans,1454
70,ModelA,NoAuto,BothTrans,1562
70,ModelA,NoAuto,NoTrans,2248
70,ModelA,Auto,BothTrans,1078
70,ModelA,Auto,NoTrans,2240
70,ModelB,NoAuto,BothTrans,1507
70,ModelB,NoAuto,NoTrans,2248
70,ModelB,Auto,BothTrans,1078
70,ModelB,Auto,NoTrans,2143
70,ModelA,NoAuto,WaspTrans,2248
70,ModelA,NoAuto,FlyTrans,1562
70,ModelA,Auto,WaspTrans,2240
70,ModelA,Auto,FlyTrans,1078
70,ModelB,NoAuto,WaspTrans,2248
70,ModelB,NoAuto,FlyTrans,1510
70,ModelB,Auto,WaspTrans,2143
70,ModelB,Auto,FlyTrans,1078
71,ModelA,NoAuto,BothTrans,1372
71,ModelA,NoAuto,NoTrans,2265
71,ModelA,Auto,BothTrans,897
71,ModelA,Auto,NoTrans,2266
71,ModelB,NoAuto,BothTrans,1372
71,ModelB,NoAuto,NoTrans,2265
71,ModelB,Auto,BothTrans,1341
71,ModelB,Auto,NoTrans,2265
71,ModelA,NoAuto,WaspTrans,2265
71,ModelA,NoAuto,FlyTrans,1372
71,ModelA,Auto,WaspTrans,2266
71,ModelA,Auto,FlyTrans,1342
71,ModelB,NoAuto,WaspTrans,2265
71,ModelB,NoAuto,FlyTrans,1372
71,ModelB,Auto,WaspTrans,2265
71,ModelB,Auto,FlyTrans,1341
72,ModelA,NoAuto,BothTrans,1539
72,ModelA,NoAuto,NoTrans,2221
72,ModelA,Auto,BothTrans,1363
72,ModelA,Auto,NoTrans,2158
72,ModelB,NoAuto,BothTrans,1539
72,ModelB,NoAuto,NoTrans,2203
72,ModelB,Auto,BothTrans,1362
72,ModelB,Auto,NoTrans,2158
72,ModelA,NoAuto,WaspTrans,2221
72,ModelA,NoAuto,FlyTrans,1539
72,ModelA,Auto,WaspTrans,2158
72,ModelA,Auto,FlyTrans,1363
72,ModelB,NoAuto,WaspTrans,2203
72,ModelB,NoAuto,FlyTrans,1539
72,ModelB,Auto,WaspTrans,2158
72,ModelB,Auto,FlyTrans,1362
73,ModelA,NoAuto,BothTrans,1500
73,ModelA,NoAuto,NoTrans,2380
73,ModelA,Auto,BothTrans,1386
73,ModelA,Auto,NoTrans,2087
73,ModelB,NoAuto,BothTrans,1500
73,ModelB,NoAuto,NoTrans,2374
73,ModelB,Auto,BothTrans,1386
73,ModelB,Auto,NoTrans,2086
73,ModelA,NoAuto,WaspTrans,2380
73,ModelA,NoAuto,FlyTrans,1500
73,ModelA,Auto,WaspTrans,2087
73,ModelA,Auto,FlyTrans,1386
73,ModelB,NoAuto,WaspTrans,2374
73,ModelB,NoAuto,FlyTrans,1500
73,ModelB,Auto,WaspTrans,2086
73,ModelB,Auto,FlyTrans,1386
74,ModelA,NoAuto,BothTrans,1448
74,ModelA,NoAuto,NoTrans,2273
74,ModelA,Auto,BothTrans,1137
74,ModelA,Auto,NoTrans,2126
74,ModelB,NoAuto,BothTrans,1448
74,ModelB,NoAuto,NoTrans,2273
74,ModelB,Auto,BothTrans,1135
74,ModelB,Auto,NoTrans,2125
74,ModelA,NoAuto,WaspTrans,2273
74,ModelA,NoAuto,FlyTrans,1448
74,ModelA,Auto,WaspTrans,2126
74,ModelA,Auto,FlyTrans,1137
74,ModelB,NoAuto,WaspTrans,2273
74,ModelB,NoAuto,FlyTrans,1448
74,ModelB,Auto,WaspTrans,2125
74,ModelB,Auto,FlyTrans,1135
75,ModelA,NoAuto,BothTrans,1613
75,ModelA,NoAuto,NoTrans,2286
75,ModelA,Auto,BothTrans,1295
75,ModelA,Auto,NoTrans,1997
75,ModelB,NoAuto,BothTrans,1571
75,ModelB,NoAuto,NoTrans,2286
75,ModelB,Auto,BothTrans,1290
75,ModelB,Auto,NoTrans,1995
75,ModelA,NoAuto,WaspTrans,2286
75,ModelA,NoAuto,FlyTrans,1613
75,ModelA,Auto,WaspTrans,1997
75,ModelA,Auto,FlyTrans,1295
75,ModelB,NoAuto,WaspTrans,2285
75,ModelB,NoAuto,FlyTrans,1571
75,ModelB,Auto,WaspTrans,1995
75,ModelB,Auto,FlyTrans,1293
76,ModelA,NoAuto,BothTrans,1530
76,ModelA,NoAuto,NoTrans,2306
76,ModelA,Auto,BothTrans,716
76,ModelA,Auto,NoTrans,2033
76,ModelB,NoAuto,BothTrans,1503
76,ModelB,NoAuto,NoTrans,2277
76,ModelB,Auto,BothTrans,1271
76,ModelB,Auto,NoTrans,2032
76,ModelA,NoAuto,WaspTrans,2306
76,ModelA,NoAuto,FlyTrans,1530
76,ModelA,Auto,WaspTrans,2033
76,ModelA,Auto,FlyTrans,1272
76,ModelB,NoAuto,WaspTrans,2277
76,ModelB,NoAuto,FlyTrans,1503
76,ModelB,Auto,WaspTrans,2032
76,ModelB,Auto,FlyTrans,1271
77,ModelA,NoAuto,BothTrans,1490
77,ModelA,NoAuto,NoTrans,2319
77,ModelA,Auto,BothTrans,1157
77,ModelA,Auto,NoTrans,2019
77,ModelB,NoAuto,BothTrans,1490
77,ModelB,NoAuto,NoTrans,2243
77,ModelB,Auto,BothTrans,1156
77,ModelB,Auto,NoTrans,2018
77,ModelA,NoAuto,WaspTrans,2319
77,ModelA,NoAuto,FlyTrans,1490
77,ModelA,Auto,WaspTrans,2019
77,ModelA,Auto,FlyTrans,1157
77,ModelB,NoAuto,WaspTrans,2243
77,ModelB,NoAuto,FlyTrans,1490
77,ModelB,Auto,WaspTrans,2018
77,ModelB,Auto,FlyTrans,1156
78,ModelA,NoAuto,BothTrans,514
78,ModelA,NoAuto,NoTrans,2380
78,ModelA,Auto,BothTrans,765
78,ModelA,Auto,NoTrans,1967
78,ModelB,NoAuto,BothTrans,1497
78,ModelB,NoAuto,NoTrans,2221
78,ModelB,Auto,BothTrans,1270
78,ModelB,Auto,NoTrans,1966
78,ModelA,NoAuto,WaspTrans,2380
78,ModelA,NoAuto,FlyTrans,1497
78,ModelA,Auto,WaspTrans,1967
78,ModelA,Auto,FlyTrans,1271
78,ModelB,NoAuto,WaspTrans,2221
78,ModelB,NoAuto,FlyTrans,1497
78,ModelB,Auto,WaspTrans,1966
78,ModelB,Auto,FlyTrans,1270
79,ModelA,NoAuto,BothTrans,1494
79,ModelA,NoAuto,NoTrans,2279
79,ModelA,Auto,BothTrans,1454
79,ModelA,Auto,NoTrans,2016
79,ModelB,NoAuto,BothTrans,1494
79,ModelB,NoAuto,NoTrans,2265
79,ModelB,Auto,BothTrans,1454
79,ModelB,Auto,NoTrans,2014
79,ModelA,NoAuto,WaspTrans,2279
79,ModelA,NoAuto,FlyTrans,1494
79,ModelA,Auto,WaspTrans,2016
79,ModelA,Auto,FlyTrans,1454
79,ModelB,NoAuto,WaspTrans,2265
79,ModelB,NoAuto,FlyTrans,1494
79,ModelB,Auto,WaspTrans,2014
79,ModelB,Auto,FlyTrans,1454
80,ModelA,NoAuto,BothTrans,1496
80,ModelA,NoAuto,NoTrans,2344
80,ModelA,Auto,BothTrans,1273
80,ModelA,Auto,NoTrans,2168
80,ModelB,NoAuto,BothTrans,1495
80,ModelB,NoAuto,NoTrans,2344
80,ModelB,Auto,BothTrans,1273
80,ModelB,Auto,NoTrans,2168
80,ModelA,NoAuto,WaspTrans,2344
80,ModelA,NoAuto,FlyTrans,1496
80,ModelA,Auto,WaspTrans,2168
80,ModelA,Auto,FlyTrans,1273
80,ModelB,NoAuto,WaspTrans,2343
80,ModelB,NoAuto,FlyTrans,1495
80,ModelB,Auto,WaspTrans,2168
80,ModelB,Auto,FlyTrans,1273
81,ModelA,NoAuto,BothTrans,1564
81,ModelA,NoAuto,NoTrans,2283
81,ModelA,Auto,BothTrans,1398
81,ModelA,Auto,NoTrans,2249
81,ModelB,NoAuto,BothTrans,1564
81,ModelB,NoAuto,NoTrans,2283
81,ModelB,Auto,BothTrans,1397
81,ModelB,Auto,NoTrans,2248
81,ModelA,NoAuto,WaspTrans,2283
81,ModelA,NoAuto,FlyTrans,1564
81,ModelA,Auto,WaspTrans,2249
81,ModelA,Auto,FlyTrans,1398
81,ModelB,NoAuto,WaspTrans,2283
81,ModelB,NoAuto,FlyTrans,1564
81,ModelB,Auto,WaspTrans,2247
